damage,kills,rifle,sniper,pistol,smg,grenade,preplant kill,postplant kill,fast_kill_rating (first_kill),total kills,total deaths,avg kill time,assists,alone kills,Avg Distance to A bomb (on kill),times in catwalk_box,times in topmid_box,times in chair_box,times in midlane_box,times in underpass_box,times in window_box,times in stairs_box,times in tetris_box,times in sandwhich_box,times in Asite_box,times in firebox_box,times in jungle_box,times in connector_box,times in opening_box,times in opening2_box,times in A_main_box,times in T_ramp_box,times in hell_box,times in palace_box,times in pillars_box,times in ticket_box,times in CT_ramp_box,alone_death,total_distance_traveled,Role,id
1605,14,8,4,0,2,0,13,1,4,14,11,184.0480923,17,1,189.80181130000003,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,3,1,0,1,2,6470.965451,,76561198193567478
928,9,7,1,0,1,0,7,2,4,9,8,332.0064875,10,2,278.8210667,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5393.061455,,76561198279247348
1305,12,8,1,1,2,0,10,2,3,12,9,236.71175449999998,16,1,190.7607883,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,2,5336.534396999999,,76561198147963919
679,4,3,0,0,1,0,2,2,5,4,10,536.6463333,8,0,365.9465187,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4747.650445,,76561198093758050
917,10,5,2,1,2,0,10,0,5,10,14,192.4707778,12,0,196.9365636,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,5229.640972,,76561198290168739
690,8,5,0,0,2,1,8,0,4,8,12,329.00617139999997,10,2,358.687543,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,5,7964.435595999999,,76561198361059965
843,11,9,0,0,1,1,9,2,4,11,10,206.61057,11,2,248.95579569999998,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,3,5383.148429,,76561198342625382
1292,16,14,1,0,1,0,14,2,5,16,12,127.39393999999999,13,9,125.81558909999998,1,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,2,0,6,7062.772628,,76561198051480016
1194,14,10,2,1,1,0,9,5,5,14,13,129.8202462,11,4,119.126232,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,5648.950795000001,,76561198098776450
1269,12,10,0,0,0,1,10,2,5,12,21,194.7273455,16,2,196.1362539,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,0,1,7732.423653,,76561198038766716
100,1,0,1,0,0,0,1,0,5,1,2,0.0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515.4268639,,76561198159193694
1554,17,3,12,2,0,0,14,3,4,17,8,129.9443375,17,4,137.1324653,0,2,1,0,0,3,2,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,5412.510257,,76561198216824293
2002,18,17,0,0,1,0,16,2,4,18,12,137.3872235,17,3,175.4263189,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,4,7613.590837999999,,76561198320600765
1380,14,8,2,0,4,0,12,2,3,14,17,174.7286769,4,2,197.5074536,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,2,3,7338.459758,,76561198354171686
333,3,3,0,0,0,0,3,0,5,3,7,768.50185,6,1,974.0573388,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2568.687563,,76561198362081060
499,3,3,0,0,0,0,2,1,5,3,7,721.1307,6,1,646.7657769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1453.4995529999999,,76561198058004261
752,7,6,1,0,0,0,7,0,4,7,6,148.3386833,8,5,145.8072469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,2370.781277,,76561198329784181
584,4,1,0,2,1,0,4,0,3,4,7,497.62253330000004,5,2,697.0001422,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2602.175608,,76561198243049872
542,6,5,0,0,0,0,6,0,3,6,5,273.29232,8,2,330.3022572,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,3395.1203579999997,,76561198119918521
514,2,2,0,0,0,0,2,0,5,2,7,1039.7252,6,1,1052.955532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2896.0381420000003,,76561198290816198
328,2,1,0,0,1,0,2,0,5,2,4,1349.3322,6,0,1328.830513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,990.969304,,76561198062714349
826,7,1,3,3,0,0,5,2,4,7,3,216.8503,9,2,211.2254828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3988.746722,,76561198148990744
1052,14,14,0,0,0,0,12,2,4,14,4,119.96222309999999,11,4,140.77142659999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,0,0,1,0,2,3172.042578,,76561198047371059
588,7,7,0,0,0,0,7,0,5,7,5,240.56451669999998,2,1,290.10034049999996,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3047.534706,,76561198085886319
2096,19,6,13,0,0,0,19,0,5,19,14,109.90726670000001,22,4,81.35217171,0,2,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,1,0,0,0,0,2,10385.45634,1.0,76561198017410249
1450,14,6,1,3,4,0,10,4,5,14,16,163.40585380000002,19,4,188.32010380000003,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,3,7302.463579,1.0,76561198062995717
1957,15,5,5,0,5,0,14,1,4,15,13,147.1447429,21,2,177.50572580000002,0,0,0,0,0,0,0,0,0,3,0,1,5,0,2,0,1,0,0,0,0,1,3,7521.933273999999,,76561198070410306
1040,10,4,0,1,5,0,8,2,5,10,16,221.2284556,16,3,257.4589767,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,9690.326558,,76561198065177583
1504,16,3,9,3,1,0,15,1,5,16,11,123.8160733,17,1,125.5386945,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,7383.301087999999,,76561198282845038
1721,12,6,4,1,0,0,10,2,5,12,17,172.0802636,18,2,164.06261659999998,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,7116.802294,,76561198302090970
2098,18,17,0,0,1,0,13,5,4,18,13,120.2345412,22,6,101.31265350000001,1,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,1,4,7592.616851000001,1.0,76561198069744787
1649,18,5,7,1,4,0,15,3,3,18,15,126.2944588,20,4,99.72623855,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,5,8661.944855,,76561198156034345
1388,13,7,2,4,0,0,13,0,5,13,15,140.3360083,17,3,164.46028080000002,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,4,8842.457901,,76561198215078537
915,9,7,0,0,2,0,7,2,5,9,14,204.8841625,4,1,262.62877740000005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,6594.288622,,76561198116856300
959,10,5,5,0,0,0,9,1,5,10,3,161.7602222,7,2,154.2638831,0,0,0,0,1,1,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,1,2043.11134,,76561198122928593
751,6,3,2,0,1,0,6,0,4,6,6,125.50883999999999,9,0,128.1563824,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1607.0928199999998,1.0,76561198240757436
672,7,7,0,0,0,0,7,0,5,7,5,168.19541669999998,7,0,146.53551159999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2082.293722,,76561198126835308
677,6,3,2,1,0,0,4,2,5,6,4,268.72084,7,2,283.41059029999997,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3063.704508,,76561198283254140
305,5,2,3,0,0,0,5,0,5,5,2,202.808,4,2,155.22987690000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3188.007957,,76561198141780485
573,4,1,1,0,2,0,4,0,5,4,7,275.6723333,5,3,162.6071102,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,2581.7707760000003,,76561198120298927
469,6,0,2,4,0,0,5,1,5,6,6,267.1018,7,2,295.5240773,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,2094.456271,,76561198011639666
395,4,3,0,0,1,0,4,0,4,4,7,489.01046669999994,4,0,562.3659038,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1867.572728,,76561198318011880
720,5,5,0,0,0,0,5,0,5,5,6,345.433925,6,0,258.4861134,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1676.1367890000001,,76561198196126689
379,5,3,0,1,0,1,5,0,5,5,5,317.11445,7,2,290.194366,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2007.7963140000002,,76561198131365497
904,9,3,4,2,0,0,9,0,5,9,5,190.428075,10,2,268.40470669999996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,2,5171.868393,,76561198173867690
628,5,3,0,0,2,0,4,1,4,5,5,349.7706,8,1,249.8364192,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2906.644239,,76561198143050815
1211,14,1,13,0,0,0,12,2,5,14,5,101.82948459999999,13,1,78.39940388,0,0,1,0,0,3,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,3344.1426309999997,,76561198203700880
651,3,3,0,0,0,0,1,2,5,3,5,23.4275,7,0,252.90486600000003,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2406.48567,,76561198288075846
361,2,2,0,0,0,0,0,2,5,2,8,14.097000000000001,5,1,343.2454878,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3194.881151,,76561198019358397
585,5,0,0,0,4,0,5,0,4,5,8,362.87525,9,2,339.67283010000006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,4,2939.107763,,76561198173003274
1032,11,7,3,0,1,0,8,3,3,11,7,147.84139,9,2,171.5492641,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4228.4678,,76561198068110175
529,4,4,0,0,0,0,3,1,5,4,6,24.683000000000003,7,3,16.98728922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2386.363369,,76561198153346475
404,3,2,1,0,0,0,1,2,5,3,7,644.3093,4,0,652.4617601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2859.027394,,76561198082225391
1859,18,15,0,0,3,0,14,4,5,18,9,84.99507647,15,3,84.24078259999999,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,2,0,0,0,0,3,6955.974851999999,,76561198379924077
1357,12,8,0,2,2,0,11,1,4,12,10,133.3827364,18,1,135.0984654,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,6712.406293999999,,76561198097402553
707,9,7,0,0,2,0,7,2,4,9,6,169.99165,13,3,163.2019639,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,6264.90477,2.0,76561198079203504
1116,7,3,2,1,1,0,7,0,5,7,11,192.50136669999998,14,1,231.86650330000003,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5772.052426,,76561198111270866
859,10,3,3,1,0,0,7,3,4,10,9,146.56986669999998,14,2,143.64904730000003,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,5435.269711,,76561198348077746
1429,10,9,0,0,1,0,8,2,5,10,12,65.93895556,16,3,68.18388991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,8031.737406,,76561198044028830
1450,10,9,0,0,0,1,10,0,5,10,11,159.86185559999998,18,5,161.76416819999997,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,6623.583554,,76561197991960387
699,11,2,5,1,3,0,5,6,3,11,9,142.98148999999998,12,4,132.4423983,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8069.726306999999,4.0,76561198107447282
768,6,3,0,0,3,0,4,2,5,6,12,215.85586,10,4,231.3024091,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5816.911190999999,,76561198031959193
800,8,1,0,1,0,1,5,3,4,8,12,183.7658571,6,1,112.8730003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6119.604708,,76561198248665212
2254,25,9,14,1,0,1,18,7,4,25,9,91.91465,26,4,88.74796649,0,3,1,1,1,1,0,2,0,0,0,0,2,0,2,3,1,0,1,0,0,0,2,8172.877025,,76561198042535091
1944,15,5,8,2,0,0,14,1,5,15,13,168.56528569999998,19,4,155.83733180000002,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,7610.926576000001,,76561198258210497
1970,20,10,6,4,0,0,17,3,4,20,16,139.4121263,16,7,144.72819619999999,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,3,9722.979963,,76561198155129258
821,7,2,0,2,2,1,7,0,4,7,13,392.6728667,13,0,390.5501579,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,5291.591012,,76561198255833105
871,8,8,0,0,0,0,6,2,5,8,12,134.29399999999998,12,0,157.5928439,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,4,5958.287793,,76561198106061001
1411,14,3,9,0,1,0,12,2,5,14,14,183.8451615,15,4,167.2321606,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,3,1,1,1,0,0,0,2,6850.785218999999,,76561198302090970
1654,16,15,0,0,1,0,13,3,5,16,15,128.0649467,19,6,113.68569369999999,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,4,7731.984767,,76561198101606059
1107,11,11,0,0,0,0,11,0,5,11,16,224.06829,12,2,225.32450490000002,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,7416.110634000001,,76561198069744787
1911,15,15,0,0,0,0,13,2,5,15,14,146.5282857,21,4,145.9604253,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,2,1,0,0,0,3,9185.98132,0.0,76561198215078537
649,6,3,2,1,0,0,6,0,5,6,15,437.48902000000004,3,2,352.8688783,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5,7642.747301,,76561198202057777
512,5,5,0,0,0,0,5,0,4,5,8,267.282,5,2,322.9450837,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4095.183821,,76561198381297092
327,3,3,0,0,0,0,3,0,5,3,8,108.68799999999999,4,0,155.6972197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1716.729915,,76561198283917685
639,12,11,0,1,0,0,10,2,4,12,6,136.6168727,6,5,91.48015629999999,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,3479.732468,1.0,76561198243304928
628,6,2,4,0,0,0,6,0,4,6,7,283.63582,7,0,305.933205,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1973.7409539999999,,76561197961424834
848,8,5,1,2,0,0,8,0,3,8,8,201.3602429,8,1,182.7334617,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3470.6699240000003,,76561198157168721
1957,18,12,6,0,0,0,14,4,5,18,5,89.46551176,18,1,66.04437321,0,0,0,0,0,1,2,1,0,1,0,0,2,0,2,0,3,0,0,0,0,0,1,5665.950732,1.0,76561198316955620
169,1,0,1,0,0,0,1,0,5,1,1,0.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,491.81197599999996,,76561198343636279
777,8,4,3,1,0,0,7,1,5,8,13,135.46657140000002,7,0,114.14045949999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3510.9661929999997,,76561198085425746
606,5,2,3,0,0,0,4,1,5,5,9,238.80125,6,0,132.1105134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3201.604991,,76561198183169293
519,6,2,2,0,2,0,5,1,5,6,7,128.244,0,2,149.45279490000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3545.792219,,76561198344255592
380,6,5,1,0,0,0,2,4,5,6,6,284.0346,5,1,295.12316489999995,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2909.6598879999997,0.0,76561198198436259
887,6,3,0,1,2,0,6,0,4,6,13,275.47722000000005,11,1,196.3152523,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,2714.984761,,76561198364483897
200,2,0,2,0,0,0,2,0,5,2,2,116.8919,1,0,96.38307467,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,722.5081034,,76561198174087538
701,4,3,0,1,0,0,2,2,5,4,14,210.26983330000002,8,0,194.2747177,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2861.355975,,76561198349507119
936,7,5,0,2,0,0,7,0,4,7,8,178.56226669999998,12,0,159.1316984,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2,3063.60815,,76561198135673673
1100,12,11,0,0,1,0,12,0,5,12,3,103.4382091,13,2,58.66522277,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,5100.970875999999,,76561198071680102
1117,12,11,0,0,1,0,11,1,4,12,5,99.67343636,12,1,56.26785806,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,4822.532057,,76561198315826101
634,9,4,4,0,1,0,7,2,5,9,6,103.6516125,10,1,100.2086296,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,1,0,2,4829.162068,,76561198111851256
613,9,7,0,0,2,0,9,0,5,9,6,109.2383875,6,1,89.09894435,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,1,0,0,0,3627.425971,,76561198306339851
1286,12,4,8,0,0,0,11,1,5,12,9,181.5673,14,4,179.8782622,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,4250.56396,,76561198018374864
855,8,5,1,0,1,1,8,0,4,8,9,291.00012860000004,9,4,346.79692739999996,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,6256.057057999999,,76561198117379779
920,9,5,4,0,0,0,8,1,4,9,12,205.585025,10,0,180.31470290000001,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,4575.2080240000005,,76561197960694816
367,3,3,0,0,0,0,1,2,5,3,5,64.1886,4,0,305.947244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1631.426598,,76561198210393340
1126,11,8,2,1,0,0,8,3,5,11,7,155.83131,17,2,189.75547619999998,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,4462.993343,,76561197980220179
480,5,3,1,1,0,0,5,0,5,5,11,493.597675,6,1,474.80272930000007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,4643.619932,,76561198300509712
866,8,7,1,0,0,0,7,1,3,8,9,279.42562860000004,8,3,313.1764227,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,4446.257923,,76561198002367080
1118,12,11,0,0,0,0,5,7,5,12,5,180.75743640000002,13,8,229.74034819999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,4539.524033,4.0,76561198284162673
1061,8,5,3,0,0,0,7,1,5,8,10,169.6246286,9,0,86.22292143,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4685.920437,,76561198062522041
764,9,7,1,1,0,0,5,4,5,9,8,227.3132875,5,1,281.91515710000004,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,5087.449882,,76561197967934235
994,7,2,0,0,5,0,6,1,5,7,17,167.7936667,14,0,156.98659630000003,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,1,5154.553296,,76561198374379750
1027,11,2,7,2,0,0,5,6,5,11,8,89.4897,16,4,136.99675009999999,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,6568.631986,3.0,76561198282952822
1117,11,8,0,0,2,1,8,3,3,11,9,183.97655,15,7,169.27459319999997,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5,6587.809475,,76561198255827573
775,6,4,1,0,1,0,5,1,4,6,11,363.93528,8,1,300.70871089999997,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,3576.0158,,76561198236264966
523,5,2,0,3,0,0,4,1,5,5,7,320.171275,11,1,336.2688419,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,2,4196.94405,,76561198372909040
1011,11,8,0,1,2,0,8,3,5,11,7,211.37196,14,3,187.0922179,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6427.859338,,76561198069945854
1154,12,6,0,0,6,0,10,2,5,12,10,184.6891091,13,2,202.6266407,0,0,1,6,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,2,4292.984542,,76561198023280165
893,7,4,0,0,3,0,4,3,4,7,9,349.2565833,11,1,292.5488402,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5283.0635,,76561198143097013
851,10,10,0,0,0,0,7,3,5,10,9,192.0375,11,3,163.5120728,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,2,2,5951.400022999999,,76561198220133827
951,12,3,6,2,0,1,9,3,4,12,5,184.7773364,5,2,221.6768883,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,4779.059354,,76561198156068286
763,7,4,2,1,0,0,3,4,5,7,7,187.3044333,9,7,294.1172438,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3107.190904,4.0,76561198299531276
1162,12,3,0,0,9,0,11,1,4,12,7,98.19977273,12,2,102.28496,0,0,0,1,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,1,0,1,3779.074654,,76561198065106005
550,4,0,2,1,1,0,2,2,5,4,8,213.2601333,6,0,166.32455769999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3853.914677,,76561198396990507
548,5,2,3,0,0,0,3,2,5,5,9,144.521775,10,2,36.90887679,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3356.821443,,76561198078457263
757,4,1,0,0,3,0,4,0,4,4,9,283.24586669999997,11,0,190.994248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3696.685835,,76561198319870848
938,7,1,0,0,6,0,5,2,5,7,7,165.44299999999998,12,2,176.6743755,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5075.6661619999995,,76561198282958474
756,8,5,3,0,0,0,6,2,4,8,4,105.6262429,10,0,83.71101264,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,4528.3421579999995,,76561198259541461
1685,17,17,0,0,0,0,11,6,4,17,4,67.62759375,17,3,60.35352561,0,0,0,3,1,1,0,0,1,1,0,2,2,2,1,0,0,0,0,0,0,0,1,4441.679422,1.0,76561198276846840
516,4,1,0,0,3,0,4,0,5,4,9,228.3447333,7,0,156.2894733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5558.563304,,76561198074001167
536,4,2,0,1,1,0,4,0,5,4,8,176.3087,6,0,180.9137658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4727.811873,,76561198168119340
768,5,5,0,0,0,0,5,0,5,5,9,442.979425,8,0,406.4340754,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,3272.3194719999997,,76561198308216709
603,5,4,1,0,0,0,5,0,4,5,9,426.531775,9,0,405.4958919,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4994.050998,,76561198058924457
843,9,4,5,0,0,0,7,2,4,9,6,239.3087375,8,2,169.514075,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,4493.120260000001,,76561198316538017
751,8,8,0,0,0,0,7,1,5,8,7,83.74442857,10,2,67.9596493,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,3,4125.303286,,76561198078968504
615,6,5,0,1,0,0,6,0,5,6,8,89.1944,7,0,104.6426293,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,2855.688718,,76561198323350178
1404,15,1,14,0,0,0,15,0,5,15,7,137.9824,12,4,133.2817351,1,3,0,1,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,2127.966452,,76561197961278712
811,3,3,0,0,0,0,3,0,5,3,8,75.1675,11,0,103.6644003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3256.417644,,76561198072321722
667,5,2,1,1,0,1,4,1,5,5,5,236.23025,10,2,329.53326160000006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3357.199336,,76561198147503174
440,7,6,0,0,1,0,7,0,3,7,5,282.6095167,7,2,399.78499260000007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4434.511861,,76561198027725092
848,9,9,0,0,0,0,8,1,3,9,8,233.2258625,3,2,209.1747608,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,2424.267845,,76561198074011585
737,6,4,0,0,1,0,6,0,4,6,10,404.86826,10,1,313.489323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,3635.905278,,76561198156089445
1041,11,7,4,0,0,0,10,1,4,11,6,199.59305,13,3,183.2150666,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2876.0677379999997,,76561198077898408
